,tag,title,comment,src
14962,잡담,남자 눈썹 다듬으려는데,미용실,펨코
14963,이별,연락 안올거같은 애가 연락 온사람있니?,나도 연락 절대 안 할 줄 알았는데 어제 갑자기 연락왔어 잘지내냐고ㅋㅋ;근데 생각보다 그냥 그렇더라 기다렸었는데₩화자₩도 잊을날이 올거야!!,인티
14964,태그없음,애인한테 입냄새 심했는데 지금은 안 나는 ₩청자₩ 있어?,장이 안좋나봐,인티
14965,잡담,확실히 성격이 젤 문제인갑네ㅋㅋ,쉽지않음 근데 잘맞는 사람이 있기도 하더라,펨코
14966,연애중,연애중에도 여자가 훨씬 적극적일때 결혼 가능해?,"이게 먼솔? 당연 아니지,,",인티
14967,이별,전화 한번만 해주라,나로 인해 너가 힘들었으면 좋겠어 죽을정도로,펨코
14968,태그없음,다들 왜 썸붕남??,애같아서,인티
14969,질문,고3 여자 선물,랩탑 아이패드,펨코
14970,태그없음,담주 화요일이 1000일인데 신혼집 계약하러간다 ㅋㅋㅋㅋ,몇 살에 만났옹?,인티
14971,짝,접점 아예 없는데 연락,같은 층인데 사람 많으면 오래 얘기하기 좀 그렇겠다,인티
14972,태그없음,ISFP는 좋아하는 남자한테 어떻게 다가가?,티날까봐 못 다가가겠어ㅠ,인티
14973,태그없음,데이트비용 한달에 20~30 쓰면 많이 쓰는건가,ㄴㄴ난 그정도 쓰는데 ,인티
14974,태그없음,시간 갖자던 애인 연락왔어,그래도 잘 풀려서 다행이다 앞으로는 더 잘 맞춰나갈 수 있을거야! 응원할게!!,인티
14975,태그없음,ESTP랑 연애 시작했는데 벌써 불안해,과몰입이야 사바사임,인티
14976,잡담,요즘 삶이 지침,힘내세요 많이 지쳤나봄,펨코
14977,태그없음,SF랑 NF 랑 많이 달라??,엄청은 아닌데 다르긴 함,인티
14978,질문,연애를 하면서 쌍방이 아닌경우가 있음?,있긴한데 보통 그런경우가 초반에 깨지거나 곧이어 상대도 맘 생겨서 쌍방되거나 하지 않나요,펨코
14979,이별,전애인 일부러 자기 본계로 스토리 보고가는거였네,부계로 먼저 보는 이유가 뭐야?,인티
14980,태그없음,짝남 안읽씹 후 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ,ㅜㅜㅜㅜㅜ너무해,인티
14981,태그없음,지금 애인이랑 너무 좋은데 첫사랑 생각은 매일 한다,매일한다고??,인티
14982,잡담,연애경험이없어서그런가 너무 금사빠같음,나도 그랭,펨코
14983,잡담,소개팅은 왜 몰아서 들어오냐,물 들어올때 노 저으셈,펨코
14984,연애중,사귀는 중인데도 그냥 친구같은 느낌 든 적 있어?,ㅇㅇ 나근데 ㄹㅇ 그런연애 ㅂㄹ,인티
14985,이별,너네 헤어지고 언제까지 연락해봄?,헤어지면 절대 연락 안 함,펨코
14986,잡담,응애 고3 이상형,주변에 여자가 있는 걸 감사하렴,펨코
14987,태그없음,애인이 싸우다가 얘기 도중에 자버리러 갔는데 깨울까말까,나라면 걍 그길로 헤어질거같은데 ₩화자₩ 천사네 깨워,인티
14988,태그없음,썸인데 상대가 이번주 과제로 많이 바쁜데 어떻게 해주지?,간식 같은거 기프티콘 보내주기?,인티
14989,이별,오늘 완전히 이별하게 된 것 같네요,발전했다,펨코
14990,잡담,직장 사무실 바로 옆자리라고 결혼식 꼭 가야하는거 아니겠지?!,축하한다고 말하고 선약 있어서 못간다고 봉투만 ㄱㄱ,펨코
14991,연애중,6개월 만났는데 전화 먼저 거는 게 왜 이렇게 어렵지,소극적인 성격이야?,인티
14992,태그없음,ISTP 여 ESTP 남 조합 어때?,오히려 잘맞을듯,인티
14993,태그없음,조수석에서 타는데 지루해 죽겠다 ,난 애인차 타는게 세상에서 제일 불편해 뒷자리 타게 해주는거 아니면 무조건 내가 운전하고싶음ㅜㅜ,인티
14994,태그없음,장기연애한 사람은 안만날거야,너한테 장기 기준은 몇년정도야?,인티
14995,잡담,2022 솔크탈출 실패 결산,님아 이렇게 해서 경험 쌓이고 빅데이터 쌓이는 거이여,펨코
14996,질문,커플끼리 정치 성향 다른 거 괜찮을까?,쉽지않네,펨코
14997,기타,전애인을 2년째 못 잊고 있어정신과 가봐야할까,₩화자₩를 위해서 염탐을 끊자 일단,인티
14998,잡담,여자친구랑 헤어지고 정신차렸음,이별의 순기능인가요응원합니다!!,펨코
14999,잡담,나도 누군가를 절절하게 사랑해보고 싶다,나 자신을 절절하게 먼저 사랑해보아요,펨코
15000,태그없음,연애할 때 성격 보는 ₩청자₩들아 상대방 성격이 어떠면 좋겠어?,언제나 상대방의 기분을 생각하면서 말 하고 이타적이었으면 좋겠어,인티
15001,태그없음,외로워서 헤어지고싶어,ㅇㅇ차라리 헤어지고 혼자인게 덜 외롭더라,인티
15002,태그없음,연애할 때 이건 꼭 지켜 줬으면 좋겠단 거 있어?,거짓말,인티
15003,이별,거짓말하고 남자랑 술마셔서 헤어졌는데,거짓말은 계속됨~,펨코
15004,태그없음,권태기로 시간 갖고 있으면 눈에 안 보이는게 나을까?,아예 없어져 보는게 좋지,인티
15005,태그없음,진짜 연인사이 일은 연인들만 아는 듯,맞아 보이는게 다가 아니더라 정말 진짜 둘 얘기,인티
15006,태그없음,첫연애에 뽀뽀나 키스 얼마만에 하면 빠른거야?,사귀기전에 진도 다 빼는 사람도 많은뎅? ㅋㅋㅋㅋ 5일 빠른거 아님 친구가 느린 타입인가봄,인티
15007,데이트코스 질문,대전 데이트 코스 질문합니다 !,둔산여고 옆쪽 갈마동에 핫플 많아요 지도찾아보시면 많음 근데 웨이팅 많을수도 거기서 저녁 해결하고 바로 옆에 둔산동에서 술 ㄱ ㄱ,펨코
15008,잡담,눈썹 진한게 장점?이면 앞머리 좀 짧게해서 눈썹 보이는게 낫나,올빽 ㄱㄱ,펨코
15009,잡담,지금 애인은 다들 어디서 만나셨나요,못만났어요,펨코
15010,잡담,커플들아 할로윈때 무슨 계획있니,출근과 퇴근,펨코
15011,데이트코스 질문,신촌에서 빠르게 한강 보려면 어디가 좋나요?,여의나루,펨코
15012,태그없음,연애 하면 다이어트 어케 해?,같이하는 수밖에 없더랔ㅋㅋㅋㅋ,인티
15013,태그없음,너네 애인이 엄청 불안해하는애들있오 ?,불안형인가,인티
15014,기타,전혀 연락 안 올 거 같던 전애인이 3년만에 연락온 이유가 뭘까,뭐래? 잘지내냐고 해?,인티
15015,질문,내가 좋아하는사람VS나를 좋아하는사람,난 무조건 전자 나 좋아하는 사람 만나 봤는데 재미도 없고 좋아지지도 않아서 3개월 쫑 내버렸음,펨코
15016,잡담,아까 제 고민을 들어주셔서 감사합니다,여유가 된다면 다른 분들에게도 그런 도움을 주시길,펨코
15017,잡담,식장예약가능함?,당연한소리하고있네; 손주이름생각해놔,펨코
15018,태그없음,나 근데 좀 센스 있는? 답변 잘 하는 듯,와 ₩화자₩랑 친구하고싶가ㅜㅜ,인티
15019,잡담,왜 내 주변 여성분들은 다 비혼주의지?,그건 님이?!,펨코
15020,썸,엠비티아이가 같으면 잘 맞는 부분이 좀 많을까!?,웅 아무래도 그렇지 비슷하니까!! 근데 알아가는 재미는 덜한거 같아,인티
15021,잡담,아 근데 궁금한게,보통은 어느때 가는지 궁금하단 거에요우,펨코
15022,태그없음,바람핀 전애인 그냥 놔둘까?,너도 쌍방아님?ㅋㅋㅋ,인티
15023,이별,아니 나 차단하면 맞팔 끊기는지 몰랐어,아니 차단하면 당연히 팔로가 다 끊기지,인티
15024,질문,혹시 서울에 술 가지고 가서 마실 수 있는 가게있을까요?,와인바나 양식집은 콜키지 되는데가 꽤 많아요,펨코
15025,결혼,금전적VS감정적 결혼 상대로 고른다면 어딜 고를거야?,2랑 살면 1만큼 싸우게 될 것 이고,인티
15026,짝,짝남이 나 귀엽다고 여기저기 말하고 다닌대,자존심 세서 먼저 연락안할거같으면 그거보고도 반응없을듯 그냥 들이대봐,인티
15027,잡담,아 뭔가 부담스럼,선그어줘,펨코
15028,이별,재회하겠다,연애스타일 다르면 다시 만나도 금방 헤어질 거라 생각함 일단 헤어져본 사이면 더더욱,인티
15029,태그없음,애인 친구들이 너무 잘생겼어 ㅠㅠ,"왕,, 얼마나 티를 냈으면 애인이 화를 내,,",인티
15030,태그없음,같이 있을 때 혼자 자는 거 ㄱㅊ아?,서운 할 순 있다 생각 잘 말해봐,인티
15031,태그없음,4년 연애 헤어지는 법 좀 알려주라,웅 나도 못한다고 생각했는데 했음,인티
15032,태그없음,나는 텔비 못내겠다 하는 사람은 뭐임?,경험상 연애경험 많고 인기많은 애들은 자기가 텔비 다 냈었음,인티
15033,질문,23년 1월은 뭔가 씌였나보다,좋은일이 있을거에효,펨코
15034,잡담,오늘은 성인애착유형검사가 대세구나~~~,나 회피점수 상위 37%나옴,펨코
15035,태그없음,반년연애는 짧은거야?,2년정도? 1년은 아직 너무 한창 같아 ㅋㅋㅋㅋ,인티
15036,잡담,자기얘기를 꺼려하는 사람을 어떻게 대해야할까,남을 바꿀 권리는 없으니 참고 인내하셈,펨코
15037,잡담,건강한 식단을 위해,소품닭 존맛,펨코
15038,태그없음,잘생겼는데 무뚝뚝한 남자도 대학에서 인기 많아?,얼굴에서 이미 끝났어 잘생겼다잖아,인티
15039,기타,썸붕 잊는거 며칠 걸려??,다른 사람 나타나면 바로 잊혀짐,인티
15040,태그없음,다들 애인 앞에서 첫방귀 어떻게 꼈어??,화장실에서 뿌브부붕~~~ 밖에서 들었지 싶으다ㅠㅠ,인티
15041,태그없음,애인이랑 자주 못 만나니까 마음 뜬다,주에 두번이면 그렇게 적게 보는 것도 아닌데 그냥 마음 뜬 거 아닐까ㅠ,인티
15042,질문,"연애 초반인데, 여자친구와 할 얘기가 없어요",너무 초반에 불꽃처럼 타오른듯 그렇게 전화 많이 하고 자주 만나면 당연히 할말 없을듯,펨코
15043,태그없음,짧게 만나도 안잊혀질 수가 있어?,못해본게 많아서 더 미련생기는것 같긴해 나도 한달 정도 만나구 헤어졌는데 지금도 가끔씩 생각나ㅋㅋㅋ,인티
15044,태그없음,와 헤어졌다,왜 헤어졌어?!,인티
15045,연애중,아픈데 신경 안 써줘서 서운해하면 애정결핍이야?,나같아도 겁나 속상할듯 ㅠㅠ,인티
15046,질문,재미있게 전화하는법ㅠㅠ,자연스러운 주제전환,펨코
15047,잡담,남친 훈련소 갔는데 너무보고싶다,인편 많이 써줘요,펨코
15048,데이트코스 질문,경기도 바닷가,시화호?,펨코
15049,태그없음,애인이랑 여행가도 렌트비 내줘?,난 그냥 더치했었어 참고로 내가 운전안하는 쪽이야,인티
15050,잡담,사람 마음이란게 참 희안하다,정 떨어지면 끝이지,펨코
15051,태그없음,답장 늦게 하면 팍식어?ㅜ,답이 너무 늦긴해따;,인티
15052,잡담,감정대로 행동하게 될때마다 후회함,부모님을 사랑하자,펨코
15053,태그없음,연애할 때 남자 INTP 특징이 뭐야?,예민 끝판왕,인티
15054,이별,다시 만나고 싶진 않은데 자꾸 생각남 ㅜ,헤어진지 얼마나되심 ㅠ,인티
15055,잡담,요즘 연애웹툰 보다보니 궁금해진건데 첫사랑은 모가 기준임 님들한텐?,성인 이후로 진심을 다해서 내가 이렇게까지 할 수 있다고? 생각하며 헌신해 본 사람,펨코
15056,태그없음,싸우고 이틀째 연락을 안함ㅋㅋㅋㅋ,회피형인가? 내 전남친도 저랬는데,인티
15057,태그없음,커플링 실버인 사람들은 어디서 맞췄어?,욘도씨,인티
15058,연애중,애인이랑 같은관데 뭐물어보는게 싫어,싫다고 얘기하는 수 밖에 없을 듯,인티
15059,태그없음,어머님들이 말하는  맏며느리상 얼굴은 인기없지 남자들한테?,ㄴㄴ아님,인티
15060,연애중,나 너어어어무 연락에 집착해서 오히려 답장 늦게해,와 나도 그래 나 내자신이 너무 이상한거같아서 말해본적없는데 나 같은사람이 또 있구나,인티
15061,이별,이별은 받아들였는데 씁쓸한 기분에서 벗어나질 못하겠어,혼자서도 온전한 나로 살 수 있어야 누군가를 사랑할 수 있다고 봄,인티
15062,이별,붙잡았는데 일주일동안 시간 더 달라는 사람은 뭐야?,너가 못 받아들이니까 그간 사귄 정으로 배려해주는 느낌? 사귈 맘이 있으면 다시 먼저 연락했겠지 힘내,인티
15063,연애중,사귀고 완전 초반에 얼마나 자주만나,서로 좋으면 시간있으면 계속 보는거지,인티
15064,연애중,선물 교환하자 했는데 선물 안주는걸로 이별 생각하는거 에바야??,지는 받앗는데?,인티
15065,짝,짝남이 약속 파토냈다,음 이날씨면 진짜감기일수도 있지않아?,인티
15066,태그없음,살집 VS 마름,좋아하는 애들끼리 알아서들 만나겠지 뭐 아까부터 여자 몸매따라 남자가 어케생각하늕 뭐가 중요함,인티
15067,연애중,아니 일주일에 두 번 만나는데 좀 이해가 안 가,개인시간도 있어야징 직장인이면 연말 약속도 많을텐뎅 일주 2번이면 괜츈한편 아닌강?,인티
15068,태그없음,짝녀한테 아바타2 봤냐고 물어봤는데 ㅠㅠㅠ,저거론 모름 평소에 연락 하던 사이고 적당히 친하면 함 물어봐,인티
15069,태그없음,애인 친구들만 만나면 고삐풀리는 거 어카냐,나는 그런 사람 못만남,인티
15070,태그없음,다들 애인이랑 뭐하고놀아?,평소에?? 클스마스에?,인티
15071,데이트코스 질문,을지로 데이트 술집 질문! 첫만남 팁좀!!,그냥 조용한 룸실 술집 있으면 찾아봐,펨코
15072,질문,천안 데이트코스 추천좀 ㅠㅠ,신세계백화점 ㄱㄱ,펨코
15073,이별,헤어졌어 쉬고 싶대,고생 많았어 ₩화자₩야 피곤할 텐데 우선은 푹 자자,인티
15074,태그없음,내꺼 사러 가겠다는데 굳이 같이 가서 골라준대,같이가고싶어할수있지! 애인이니까,인티
15075,짝,읽씹 당함 ㅎ,하지마세여,인티
15076,잡담,인스타는,인스타 사진은 믿는거 아니랬음,펨코
15077,잡담,5월달이 기대된다 꽃피니까,5월에 볼만한게 뭐가있었져??,펨코
15078,이별,다 별로라고 잊으라고 하는데 난 왜 그게 안될까,진심 ㅎ,인티
15079,연애중,내가 좋아하는 남자 VS 나를 좋아하는 남자,나를 좋아해주는 남자도 다퍼주고 안절부절하고 그러지는 않더라 확실히 나 좋다는게 너무 느껴지는데 오히려 안절부절 하지 않아서 더 좋았던것 같아! 나28 남32,인티
15080,태그없음,안맞다고 느끼면 애인되는거 솔직히 불가능하지?,당근당근,인티
15081,태그없음,딸처럼 부둥부둥 해주는 게 정확히 뭘까,그냥 아빠같이 다정하게 잘 챙겨 주고 항상 변함 없이 지켜주는 그런 느낌일 걸?,인티
15082,태그없음,전애인한테 연락을 하고 싶은 맘 반 얘 없어도 될 것 같은 맘 반이야 연락할까말까 ,내가 딱 그런데 연락하면 상대가 받아줄 것 같긴한데 그 사람 마음을 되돌릴 수 있는 결정적 한방이 없어서 연락 안 하려고,인티
15083,태그없음,너가 찬 사람이 차갑게 변하면 마음이 어때,걍 쟤도 나 잊었구나 싶고 크게 감정의 동요? 뭐 그런건 없을듯,인티
15084,짝,연락텀은 신경쓰면 안되겠지 ㅠㅜ,나도 ㅋㅋㅋㅋ ㅠㅠ 근데 연락 잘 안 하는 스타일인 거 같아서 답 오는 거에 의의두게,인티
15085,태그없음,오늘 전애인 백화점에서 마주쳤는데 자기 아이 안고 가더라,와 기분 이상했을거 같아 남자 몇살인데 결혼한거야,인티
15086,잡담,여자친구 카톡에 디데이 해놓는 것,사귀는 순간 믿는거 아닐까요 못 믿는데 사귀진 않ㅋ,펨코
15087,태그없음,춥다고 팔짱끼는게 여우짓이야?,사귀는 사이 아닌데 그라면 글치?,인티
15088,이별,딱 일주일 됐네 너무 연락하고 싶다 진짜ㅜ,"나 그래서 어제 연락했잖어 ㅋㅋ,,",인티
15089,태그없음,사귄지 4일 됐는데 헤어질거같네,왜 사겨? 돔황챠,인티
15090,연애중,200일 됐는데 선물 60만원어치 썼음 많이쓴거야?,내 기준 ㅇㅇ나이 감안해도,인티
15091,태그없음,머리 쓰다듬고 손잡는데 어장일 수도 있어?,친구한테 물어봐봐 근데 어장 맞는 듯,인티
15092,태그없음,지금 나한테 눈을 못때는덱,즐겨 !!!!!!~!~!~!!~,인티
15093,잡담,첫 만남에 호감 얻는 방법,"유머, 센스, 예의 바른 모습?",펨코
15094,짝,긍정적이고 밝은 ENFP 만나고 싶다,여자면 여깃징 남자는 어 어딘가에 있을거야,인티
15095,태그없음,친찐 바이브 될거같은데 어떡해?,"너무 친구 사이에서 가볍게 오갈 수 있는 말들은 안 하고, 장난으로라도 어라? 싶은 포인트 만들고 ㅋㅋㅋ",인티
15096,잡담,학교에서 전교생에게 엠비티아이 물어봄,라때는 그냥 서먹서먹하다가 체육시간에 볼 차면서 친해졌는데,펨코
15097,연애중,잘때 커플링 빼고 자는 커플있오???,난 집 오면 빼는데,인티
15098,태그없음,애인이 장사하는데 계속 만나야하나??,헤어지고 싶음 헤어져 맘 뜬거같음 이미,인티
15099,잡담,나는솔로 12기 영수 레전드다,답답함,펨코
15100,이별,첫 연애 한달만에 이별했습니다,아이고 몸이 멀어지니까 마음이 소원해졌나보네,펨코
15101,태그없음,답장 텀 기본 1시간인데 썸은 아닌건가?,한시간은좀 ㅠ,인티
15102,태그없음,30대 이상 ₩청자₩들어 ㅋ랑 ㅋㅋ 왜 붙이는거냐,그럼 안붙여?,인티
15103,짝,짝사랑 그만 할려고,나도 고백하고 차이니까 오히려 괜찮더라,인티
15104,잡담,연애x 큰어머니께서 돌아가셨는데,조문은 갈듯,펨코
15105,태그없음,헌포 처음 가보려는데 팁좀줘,웅 그냥 가만히 있으면 알아서 온다,인티
15106,태그없음,사귄지 얼마나 됐구 사귄지 얼마만에 뭘로 첨 싸웠어?,연락 문제,인티
15107,태그없음,나만 연하가 이름 부르는 거 설레 ????????,나도 이 가? 할것같음ㅋㅋㅋㅋㅋㅋ,인티
15108,잡담,아무생각도 없었는데 갑자기 선그였네 ㅋㅋ,나 같으면 대놓고 말할 듯 억울해,펨코
15109,태그없음,여자 매력있는 행동들 뭐가 있을까?,혼자서 잘 노는거,인티
15110,기타,사친한테 차단당했는데 어떡해ㅠㅠㅠ,고백 거절한 건 ₩화자₩ 마음이고 차단하는 건 상대 마음이지,인티
15111,이별,너무 만나고싶다,재회하고싶으면 기다리자!,인티
15112,잡담,번따했는데 3살 차이인데 나이 때문에 까였네,25살이라고 해도 어리다고 까였을꺼야 맘쓰지마,펨코
15113,태그없음,100일 다되가는데 애인한테 받은 선물이 하나도 없어,나도 100일되도록 못받음 나만 지 먹고싶다한거 사주고 그랫는디 ㅋㅋㅋㅋ 정떨어졌거든 결국엔 여러가지이유로 헤어짐!!,인티
15114,질문,보통 좋아하는 사람이 생기면 절대 안 흔들리나요?,ㅋㅋㅋ당연하지 지금까지 쌓은 정이 있는데,펨코
15115,잡담,다들 스트레스 어떻게 관리 함?,"주식, 코인으로 스트레스 풀음",펨코
15116,태그없음,하 난 연애 언제해,나도 ㅠㅠㅋ 제대로 된 연애 안한지 3년 넘었다,인티
15117,잡담,토요일에 동생 친구보고왔습니다,좋네요,펨코
15118,잡담,사랑은 왜이리 어려운겨,난 사랑이 어렵다기보단 사람 자체가 어렵다 생각함 가지각색이니,펨코
15119,잡담,내일 드디어 데이트네,즐데하고오시길!,펨코
15120,태그없음,너네 이성친구랑 매일매일 카톡해?,"매일매일까지는 할 말이 없는데,,,,",인티
15121,잡담,헤어졌습니다,어쩌다,펨코
15122,연애중,술자리에서 나 혼자두고 나가는 거 어때?,암 생각 없음,인티
15123,태그없음,학창시절에 연애못해본거 떄문에 현타오는데 혹시 이런생각해본사람있어?,지금 좋은 사람 만나서 충실하면 그런 생각 하나도 안들어,인티
15124,태그없음,애인은 두번째 연애 나는 첫 연애 힘들다,새로운 추억으로 덮어버려야지,인티
15125,질문,현여친이 전연애를 너무 궁금해하는데 떠보는거임?,모르는게 나은데 왜 알고싶어할까ㅋㅋ,펨코
15126,기타,누가봐도 헤어지는 게 맞는데 다들 못헤어지는 이유가 뭘까?,서로 얽힌 문제나 이해관계? 그동안 만난 정도 있을 거고,인티
15127,태그없음,자기가 대답하고 싶은 질문에만 대답하는 애인 쨪응!!!!,이거는 왜 답안해죠? 이런식으로 말해,인티
15128,태그없음,썸타는 사이에 연애 가치관 얘기 하지?,웅 글치,인티
15129,잡담,재밋는글좀,유튜브로 출발하세요,펨코
15130,태그없음,진짜 이상형이랑 연애 해보고 싶다,헤어지면 안괜찮더라 벌써 반년이 지났고 두달째 연애중인데 매일매일 생각남,인티
15131,짝,무슨 일 있는지 물어볼까?,먼저올때까지 기다리샘,인티
15132,태그없음,야야 이정도면 짝사랑 성공한거냐,넘 좋지~~,인티
15133,태그없음,200일 좀 넘었는데 애인이 약간 식어보이니까 나도 식어,그럼 헤어져 굳이 억지로 만날 필요없지,인티
15134,질문,구디나 신도림 소개팅 할만한 장소 소개 좀 부탁행,영등포 냐옹지마라고 있는데 예약 할 수 있음 좋은데 예약  빡셈,펨코
15135,잡담,내일 전여친 만나러 간다,헤어지고 얼마만에 만나는거야?,펨코
15136,질문,아니 짝녀가 포켓몬 또 줬어요,고백할때 피카츄인형 챙겨가,펨코
15137,기타,고백했는데 시간 달라면 얼마까지 기다릴 수 있어?,최대 2일,인티
15138,이별,헤어졌습니다 서로너무 좋아하는데,너무 슬프다 ㅠㅠ,펨코
15139,잡담,어제 모더나 맞고 왔습니다,저도 1차 맞았는데 자다가 주사 맞은쪽으로 돌리다가 화들짝 깻습니다 아파서,펨코
15140,이별,하도 헤붙을 많이 하니까 헤어져도 아무렇지 않다,원래그래,인티
15141,잡담,책 좋아하는 여자 만나려면 뭐 해야됨?,독서모임 이런곳,펨코
15142,태그없음,하 나 오늘 오전에 헤어졌는데 진짜 진짜 급한 사진 때문에 다시 연락하는 거 오바임 ㅋㅋㅋ ㅋ?????,안오바,인티
15143,질문,국어 어법 공부하는데 이거 공부해도 될까 의문이 든다,왜? 멋진데,펨코
15144,이별,연락한다? 만다?,해 ㄱ,인티
15145,태그없음,다들 어느정도의 마음가짐일때 헤어져 ???,후회없이 잘해줬다,인티
15146,기타,썸남이든 전애인이든 왜케 애인행세를 하려고 드는지 모르겠네,귀찮겠다,인티
15147,태그없음,짝남이랑 생일을 빌미로 몇번 더 연락 할 수 있겠다,뭐라고 연락해?,인티
15148,잡담,혹시 미이라 전시회 조아하는사람,어디서 하는데,펨코
15149,질문,렌즈 끼는 사람들 있음?,엥 렌즈끼는게 무섭고 소름돋을 일인가요?,펨코
15150,잡담,깨닫고 나니 무소유에서 말하는게 뭔지 다알겠더라,한참 sns할땐 남 시선 못버리고 괜히 트렌디한 사람처럼 보이려고 아등바등했는데 그거 다 내려놓고 남들 시선 신경쓰던거 버리니까 진짜 편하긴 하더라,펨코
15151,태그없음,힘들때 옆에 있어줬던 사람이 제일 생각난다,잘생겼던 애,인티
15152,잡담,요즘 알바로 초딩들 가르치고있음,멋지구만,펨코
15153,연애중,참나 밤에 목소리 안나와서 전화못한대,무슨 병있대?,인티
15154,태그없음,나는 돈 잘 모았는데 애인은 별로 못모은거같아서 걱정,서로 몇살에 얼마 모았는데,인티
15155,잡담,좀 섭섭하네잉,섭하다,펨코
15156,질문,여자만날데가 없네,영화감상 동호회나 교회쪽 알아봅시다,펨코
15157,태그없음,INFP 남자 어때,취향 안 맞으면 세상 노잼,인티
15158,이별,벌써 이별한지 거의 3개월 다 되어가네,힘내자! 그 누구의 잘못도 아니야! 우리는 할만큼 했어! 우리를 위해서 더 건강하게 잘 지내자!!,인티
15159,이별,당신이 준 선물들을 정리하기가 힘이 드네요,시 쓰시나,펨코
15160,썸,찐친도 아니고 그렇다고 썸도 아닌 사친 관계는 뭐지?,너가 좋아해?,인티
15161,연애중,애인 2박3일 여행 보내준다 VS 만다,무슨 사인데?,인티
15162,잡담,연락안볼때 문자 쌓아서 보냄?,어디가고있다 도착했다 밥먹었다 집에가는중이다 집도착했다 이정도?,펨코
15163,태그없음,혼자 했던 사랑같아서 분노가 치밀어,ㄱㄴㄲ 나두,인티
15164,썸,썸남 인스타 팔로우,고작 썸인데 그걸 신경 써?,인티
15165,연애중,숙박 거의 10만원 이상이지 ㅠㅠ?,주말숙박은 8~10 평일숙박은 3~5,인티
15166,질문,번따한 여자가 카톡답장은 빠른데내용이 부실합니다 ㅠ,빠르게 만나서 승부보는게 답일듯,펨코
15167,질문,남친 장발인데 홍대 가성비 미용실 추천 받을 수 있나요 저 여자임,가성비는 안나오지만 쇼핑몰 안에 있는 미용실들 다 좋디던데,펨코
15168,잡담,말을 둥글게 하려는 습관이 좋은듯,ㄹㅇ 이거 하나면 웬만해선 싸울일 안생김,펨코
15169,잡담,남자건 여자건 어장치는 심리는 뭘까,우월감 느끼려고 하는거지 자존감도 많이 올라가고,펨코
15170,태그없음,ISFP들 어케꼬셔!!!!,천천히 다가가서 소소한 관심을 보여줘,인티
15171,잡담,여친이 진짜 좋은 점이 있다면,이런 연애 하고싶다,펨코
15172,썸,썸 첫 데이트 때 뭐했어?,그냥 밥 먹고 카페 가서 오래 얘기한 듯?,인티
15173,연애중,진짜 자주 못보니까 맘이 식는다ㅠㅠㅠㅠ,몸멀마멀ㅜㅜ,인티
15174,잡담,사진찍는거 좋아하심??,자존감 바닥이라 내 얼굴 쳐다보는 거 싫어서 사진찍는 거 안좋아함,펨코
15175,잡담,여사친 생일에 애슐리 사줘야지,많이먹고와~~,펨코
15176,태그없음,같이 있어도 설레는 것 보다 재미없는 게 더 크게 느껴지면 헤어지는 게 맞는거겠지?,노잼이면 못만나,인티
15177,질문,조카보는듯한 느낌이 무슨 느낌이야??,이성으로 보기보다는 어머니의 마음으로 본다는 의미,펨코
15178,질문,잊는법 있을까요,재입대,펨코
15179,질문,연애한지 4일만에 차이는 게 흔한 일인가요?,참고 만나볼까하다가 아니다 싶어서 찬듯,펨코
15180,잡담,어이없네 갑자기 멀프 당했네 ㅋㅋ,디데이를 보여주고 싶은 사람한테만 보여줄라고 그러는거같은데? 안보여줄 사람은 안보여주고,펨코
15181,태그없음,내일 헤어질 것 같은데 집에 있는 물건들 어떡하지,박스에 담아서 집앞에 내놓으면 걔가 들고 갈거야,인티
15182,이별,1년 넘게 만난 여자친구한테,질한건지 못한건지는 시간이 지나봐야 알겠지만 힘내세요!!,펨코
15183,잡담,서로 많이 달라서 서운하거나 트러블이 자주 생겨도 만나시는 분 있나요?,첨엔 맞춰가면서 만나죠 근데 그게 너무 심해지면 헤어지는 거고 1년 넘게 그런 일이 반복되면 인연 아닌거 같아요,펨코
15184,기타,근데 같은 극 T끼리 만나면 진짜 싸울일도 헤어질일도 없지않어?,T라고 기분나쁠일 없고 무조건 쿨하고 이게 아닌디,인티
15185,짝,얼굴 자주 봐야되는데 좋아하는마음,얼굴 자주 보면 진짜 어렵더라 안 보는 동안 접었다가도 얼굴 보면 다시 좋아져,인티
15186,잡담,이별통보한 여자는 먼저 연락 절대안오겠지?,ㄴㄴ반일듯 오히려 굳이 따지면 하는 사람이 더많을걸,펨코
15187,태그없음,엔팁 ENTP 궁금해 ㅠㅠ,정작 호감있으면 뚝딱거림,인티
15188,태그없음,애인이 전역하고 혼자 해외행갔거든?,말 하고 연락 잘 된다면 괜찮아 그래도 싫긴 할듯,인티
15189,태그없음,직장인 월급 서로차이 안나는 커플들은 데이트비용 어케내??,동갑이고 번갈아가면서냄,인티
15190,태그없음,애인 있는데 애인 사진 안 보여주는거 이상하다고 생각해??,그럼 그냥 없다고 생각하라고 그래~,인티
15191,잡담,172가 진짜 애매한듯 ㅋㅋ,평균인데 평균이면 작은것같은 느낌적 느낌 ㅋㅋ,펨코
15192,태그없음,연애할때 재미있는게 최고인거깉아,마자 인정ㅜㅜㅜ 유투버 헌터팡같이 재밌는 사람이랑 연애결혼 하고 싶음ㅜㅜㅜ,인티
